0,1,2,3,4,5,6
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:23
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:23
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:23
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:23
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:23
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:23
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:23
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:23
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:23
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:23
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:23
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:23
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:23
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:23
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:24
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:24
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:24
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:24
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:24
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:24
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:24
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:24
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:24
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:24
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:24
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:24
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:24
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:25
0.01,-0.01,0.0,0.0,0.0,0.0,2021-04-07_15:14:25
-0.01,0.01,0.0,0.0,0.0,0.0,2021-04-07_15:14:25
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:25
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:25
0.01,-0.01,0.0,0.0,0.0,0.0,2021-04-07_15:14:25
-0.01,0.01,0.0,0.0,0.0,0.0,2021-04-07_15:14:25
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:25
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:25
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:25
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:25
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:25
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:25
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:25
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:26
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:26
0.01,-0.01,0.0,0.0,0.0,0.0,2021-04-07_15:14:26
-0.01,0.01,0.0,0.0,0.0,0.0,2021-04-07_15:14:26
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:26
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:26
0.01,-0.01,0.0,0.0,0.0,0.0,2021-04-07_15:14:26
-0.01,0.01,0.0,0.0,0.0,0.0,2021-04-07_15:14:26
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:26
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:26
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:26
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:26
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:26
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:27
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:27
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:27
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:27
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:27
0.0,0.0,-0.01,0.01,0.0,0.0,2021-04-07_15:14:27
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:27
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:27
0.01,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:27
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:27
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:27
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:27
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:27
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:28
0.0,0.0,0.0,0.0,-0.01,0.01,2021-04-07_15:14:28
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:28
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:28
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:28
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:28
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:28
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:28
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:28
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:28
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:28
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:28
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:28
0.0,0.0,0.0,-0.01,0.01,0.0,2021-04-07_15:14:28
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:29
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:29
0.0,-0.01,0.01,0.0,0.0,0.0,2021-04-07_15:14:29
0.0,0.01,-0.01,0.01,-0.01,0.01,2021-04-07_15:14:29
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:29
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:29
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:29
0.0,0.0,0.0,-0.01,0.01,0.0,2021-04-07_15:14:29
0.0,0.0,0.01,0.0,0.0,0.0,2021-04-07_15:14:29
0.0,0.0,-0.01,0.01,-0.01,0.01,2021-04-07_15:14:29
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:14:29
0.0,0.0,0.0,-0.01,0.01,0.0,2021-04-07_15:14:29
0.0,-0.01,0.0,0.01,-0.01,0.01,2021-04-07_15:14:29
0.0,0.01,0.0,0.0,0.0,0.0,2021-04-07_15:14:30
0.0,0.0,0.0,0.0,0.0,0.01,2021-04-07_15:14:30
0.0,0.0,0.0,0.0,0.01,0.0,2021-04-07_15:14:30
