0,1,2,3,4,5,6
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:02
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:02
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:02
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:02
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:02
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:02
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:03
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:03
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:03
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:03
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:03
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:03
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:03
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:03
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:03
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:03
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:03
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:03
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:03
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:03
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:04
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:04
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:04
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:04
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:04
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:04
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:04
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:04
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:04
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:04
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:04
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:04
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:04
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:05
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:05
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:05
0.0,0.0,-0.01,0.01,0.0,0.0,2021-04-07_15:55:05
0.0,0.0,0.01,-0.01,0.0,0.0,2021-04-07_15:55:05
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:05
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:05
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:05
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:05
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:05
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:05
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:05
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:05
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:05
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:06
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:06
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:06
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:06
0.0,0.0,-0.01,0.01,0.0,0.0,2021-04-07_15:55:06
0.0,0.0,0.01,-0.01,0.0,0.0,2021-04-07_15:55:06
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:06
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:06
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:06
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:06
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:06
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:06
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:06
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:07
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:07
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:07
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:07
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:07
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:07
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:07
0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07_15:55:07
